ExpeimentId	ModelId	SplitId	ContainerId	AllowDuplicates	ml-class	NumFactors	NumIter	PosSampler	UnobservedRatio	UnobservedNegSampler	NumObservedNeg	NumUnobservedNeg	TrainTime	EvaluationTime	PureTrainTime	PureEvaluationTime	TotalTime	PureTotalTime	TestedCases	CandidatesMode	NumCandidates	CutOff	Recall	MRR	NDCG	EvalMethod
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.6	UniformFeedback	1501279	2248721	125555	1371	125043	1371	126926	126414	13442	TRAINING	100	10	0.2805	0.0987	0.1407	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.6	UniformFeedback	1501279	2248721	125555	1371	125043	1371	126926	126414	13442	TRAINING	100	20	0.4679	0.1115	0.1878	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.6	UniformFeedback	1501279	2248721	125555	1371	125043	1371	126926	126414	13442	TRAINING	1000	5	0.0270	0.0128	0.0163	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.6	UniformFeedback	1501279	2248721	125555	1371	125043	1371	126926	126414	13442	TRAINING	1000	10	0.0458	0.0153	0.0223	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.6	UniformFeedback	1501279	2248721	125555	1371	125043	1371	126926	126414	13442	TRAINING	1000	20	0.0789	0.0175	0.0306	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.9	UniformFeedback	375048	3374952	89692	1857	89182	1856	91549	91038	13442	TRAINING	100	5	0.2199	0.1125	0.1389	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.9	UniformFeedback	375048	3374952	89692	1857	89182	1856	91549	91038	13442	TRAINING	100	10	0.3624	0.1312	0.1846	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.9	UniformFeedback	375048	3374952	89692	1857	89182	1856	91549	91038	13442	TRAINING	100	20	0.5516	0.1442	0.2323	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.9	UniformFeedback	375048	3374952	89692	1857	89182	1856	91549	91038	13442	TRAINING	1000	5	0.0372	0.0191	0.0235	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.9	UniformFeedback	375048	3374952	89692	1857	89182	1856	91549	91038	13442	TRAINING	1000	10	0.0642	0.0226	0.0322	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.9	UniformFeedback	375048	3374952	89692	1857	89182	1856	91549	91038	13442	TRAINING	1000	20	0.1076	0.0256	0.0431	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.7	UniformFeedback	1125172	2624828	110219	1367	108548	1366	111586	109914	13442	TRAINING	100	5	0.1861	0.0924	0.1154	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.7	UniformFeedback	1125172	2624828	110219	1367	108548	1366	111586	109914	13442	TRAINING	100	10	0.3187	0.1097	0.1579	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.7	UniformFeedback	1125172	2624828	110219	1367	108548	1366	111586	109914	13442	TRAINING	100	20	0.5118	0.1228	0.2063	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.7	UniformFeedback	1125172	2624828	110219	1367	108548	1366	111586	109914	13442	TRAINING	1000	5	0.0274	0.0139	0.0172	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.7	UniformFeedback	1125172	2624828	110219	1367	108548	1366	111586	109914	13442	TRAINING	1000	10	0.0484	0.0166	0.0239	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	0.7	UniformFeedback	1125172	2624828	110219	1367	108548	1366	111586	109914	13442	TRAINING	1000	20	0.0829	0.0189	0.0325	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	1	UniformFeedback	0	3750000	77812	464	76645	463	78276	77108	13442	TRAINING	100	5	0.2436	0.1295	0.1575	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	1	UniformFeedback	0	3750000	77812	464	76645	463	78276	77108	13442	TRAINING	100	10	0.3849	0.1481	0.2028	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	1	UniformFeedback	0	3750000	77812	464	76645	463	78276	77108	13442	TRAINING	100	20	0.5759	0.1611	0.2505	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	1	UniformFeedback	0	3750000	77812	464	76645	463	78276	77108	13442	TRAINING	1000	5	0.0440	0.0219	0.0273	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	1	UniformFeedback	0	3750000	77812	464	76645	463	78276	77108	13442	TRAINING	1000	10	0.0725	0.0257	0.0365	RBR-OPR
ml100k9	mlbprfm	ml100k-ml-0.75	ml100k-ml	False	MultiLevelBPRFM	10	50	DynamicLevel	1	UniformFeedback	0	3750000	77812	464	76645	463	78276	77108	13442	TRAINING	1000	20	0.1196	0.0288	0.0482	RBR-OPR
